Band,Song,Guitarist,Technique,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Deftones,Crenshaw Punch,['Stephen'],['Distortion Guitar 1'],33,2005,0.19,0.832,-3.761,0.0551,0.000127,0.552,0.122,0.202,125.606,288987,['ChinoMoreno'],['AbeCunningham'],[],[],Low,Low,Low,Medium,Medium,Medium,3.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
100 Gecs,Stupid Horse,,"['Distortion Guitar', 'Lead Guitar']",58,2019,0.526,0.902,-4.876,0.314,0.0529,0.0,0.531,0.797,168.188,121682,,,,,Medium,Low,Low,Medium,Medium,High,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Simple Plan,Ruin My Life,,"['Distortion Guitar', 'Distortion Guitar 1']",55,2022,0.505,0.893,-3.314,0.1,0.00169,0.0,0.145,0.682,171.081,199199,,,,,Medium,Low,Low,Medium,Medium,Medium,6.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Inclination,when fear turns to confidence,['R electric'],['Distortion Guitar'],34,2019,0.23,0.873,-8.572,0.0744,0.000803,0.05,0.558,0.0654,139.532,241517,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Man With A Mission,Dog days,,['Distortion Guitar'],38,2017,0.439,0.948,-3.858,0.189,0.000479,0.0,0.0979,0.4,172.988,254693,,,,,Medium,Low,Low,Low,Medium,Medium,4.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Myth & Roid,Hydra,,"['Distortion Guitar', 'Left Guitar']",51,2020,0.316,0.786,-5.461,0.0608,0.15,1.02e-06,0.116,0.241,166.326,293395,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,1.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Der Weg Einer Freiheit,Ein Letzter Tanz,,"['Distortion Guitar', 'Guitar 2']",24,2017,0.2,0.833,-9.494,0.0907,0.00144,0.93,0.0926,0.0616,99.2,829000,,,,,Medium,Low,Low,Medium,Medium,Medium,6.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Magnolia Park,Kids Like Us,['Clean Rythem'],['Electric Guitar (clean)'],37,2021,0.436,0.751,-5.276,0.0331,0.00469,1.44e-06,0.329,0.551,170.032,150882,,,,,Medium,Low,Medium,High,Medium,High,6.0,5.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Skillet,Hero,"['KoreyCooper', 'SethMorrison', 'BenKasica']","['Overdriven Guitar', 'Guitar 02']",71,2009,0.533,0.967,-2.543,0.0995,0.00791,0.0,0.336,0.782,142.018,186813,['JohnCooper'],"['JenLedger', 'LoriPeters']",[],[],Medium,Low,Low,Medium,Medium,Medium,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Jorn,I Know There's Something Going On,,"['Overdriven Guitar', 'Rhythm Guitar']",13,2016,0.516,0.891,-5.635,0.0553,0.000124,0.00125,0.116,0.649,108.013,295773,,,,,Low,Low,Low,Low,High,Medium,2.0,2.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Harakiri For The Sky,"Fire, Walk With Me",,['Distortion Guitar'],43,2018,0.383,0.952,-4.88,0.0484,9.91e-06,0.000881,0.178,0.278,145.001,548313,,,,,Medium,Low,Low,Medium,Low,Medium,4.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Portrayal Of Guilt,Touched By An Angel,,"['Distortion Guitar', 'Guitar 2']",29,2021,0.273,0.875,-5.476,0.0452,3.13e-06,0.913,0.096,0.334,160.085,195225,,,,,Low,Low,Low,Medium,Low,Medium,1.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Bayless,Game Over,,"['Distortion Guitar', 'Lead Guitar']",9,2019,0.544,0.974,-4.739,0.0614,0.000666,5.53e-05,0.234,0.642,103.994,198666,,,,,Medium,Low,Low,Low,Medium,Medium,4.0,1.0,1.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
King's X,Groove Machine,,"['Distortion Guitar', 'Guitar Solo']",23,1998,0.354,0.641,-10.0,0.0375,4.51e-05,0.000265,0.27,0.652,118.728,222707,,,,,Low,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
System of a Down,Lonely Day,['Daron'],"['Solo Guitar 5', 'Electric Guitar (clean)']",74,2005,0.47,0.796,-3.277,0.0336,0.362,1.1e-06,0.133,0.215,113.108,167907,,,,,Low,Low,Low,Low,Medium,Medium,2.0,1.0,1.0,"['drums_Beginner', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Linkin Park,Faint,['ChesterBennington(1976-2017)'],"['Distortion Guitar', 'Mike Shinoda (Rhythm Guitar)']",75,2003,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,162600,['JoeHahn'],"['MikeShinoda', 'BradDelson']",['DavidFarrell'],['RobBourdon'],Medium,Low,Low,Medium,Medium,Medium,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Animosity,Grey Skies,,['Distortion Guitar'],19,2003,0.306,0.979,-4.221,0.141,1.63e-05,0.574,0.313,0.476,105.695,174600,,,,,Low,Low,Low,Medium,Low,Medium,2.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Staind,Home,,"['Acoustic Guitar (steel)', 'Steel Guitar']",40,1999,0.486,0.784,-4.617,0.0359,0.000645,0.255,0.211,0.302,123.29,244933,,,,,Low,Low,Low,Low,Medium,Medium,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
The Warning,Copper Bullets,['AlejandraVillarreal'],"['Distortion Guitar', 'Daniela Villarreal (Main Guitar)']",34,2017,0.645,0.943,-5.35,0.0667,0.00256,0.0,0.28,0.432,134.987,221453,['DanielaVillarreal'],['PaulinaVillarreal'],[],[],Low,Low,Low,Medium,Medium,High,3.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Of Mice & Men,The Ballad Of Tommy Clayton And The Rawdawg Millionaire,"['AlanAshby', 'PhilManansala']",['Distortion Guitar 2'],38,2010,0.478,0.983,-3.554,0.123,0.000853,1.19e-06,0.342,0.235,134.906,230080,"['AustinCarlile', 'AaronPauley']",['ValentinoArteaga'],[],[],Medium,Low,Low,Medium,Low,Medium,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Deaf Election,Good for Too Long,['Rythm'],['Distortion Guitar'],24,2013,0.518,0.923,-6.918,0.0371,3.87e-05,0.607,0.184,0.504,99.981,114451,,,,,Low,Low,Low,Low,Medium,Medium,4.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Sasquatch,Let It In,,"['Distortion Guitar', 'Intro Guitar']",17,2006,0.46,0.833,-6.848,0.0366,2.03e-05,1.22e-05,0.0665,0.655,128.187,236773,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Sasquatch,The Judge,['Keith Gibbs'],['Distortion Guitar'],19,2006,0.279,0.949,-7.122,0.0564,1.93e-05,0.0904,0.108,0.345,146.953,271813,,,,,Low,Low,Low,Low,Medium,Medium,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Almost Down,the almost,['delay lead'],['Overdriven Guitar'],10,2019,0.259,0.859,-11.578,0.0459,0.683,0.564,0.515,0.638,171.244,463187,,,,,Low,Low,Low,Low,Medium,High,0.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Bathory,One Rode To Asa Bay,,"['Acoustic Guitar (steel)', 'Quorthon Acoustic Guitar']",38,1990,0.428,0.682,-9.042,0.0379,9.98e-05,0.012,0.115,0.122,130.284,624627,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Three Days Grace,Break,['Rhythm'],['Distortion Guitar'],66,2009,0.578,0.897,-3.906,0.0357,0.000666,0.0,0.0924,0.737,115.491,193107,"['AdamGontier', 'MattWalst']",['BradWalst'],['NeilSanderson'],[],Low,Low,Low,Medium,Medium,Medium,4.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Red Museum,Squentin Frownalot,,['Acoustic Guitar (steel)'],1,2008,0.565,0.914,-7.118,0.0607,0.00126,7.43e-06,0.369,0.507,130.002,309429,,,,,Low,Low,Low,Low,Medium,Medium,3.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Unleash The Archers,Awakening,['Lead'],['Distortion Guitar'],46,2017,0.39,0.978,-8.701,0.0874,6.09e-06,0.00054,0.0938,0.208,155.05,437920,,,,,Low,Low,Low,Medium,High,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Advanced', 'bass_Intermidiate']"
Bench Players,Run Away,,['Overdriven Guitar'],0,2020,0.378,0.832,-5.358,0.0501,0.000102,6.54e-06,0.37,0.418,160.08,177000,,,,,Medium,Low,Low,Low,Medium,Medium,5.0,1.0,2.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Bench Players,Goodbye This Fucking Year,,"['Acoustic Guitar (steel)', 'Rhytm Guitar (Andrei)']",0,2021,0.471,0.939,-4.455,0.051,2.13e-05,0.0,0.333,0.315,98.019,171735,,,,,Medium,Low,Medium,Medium,Medium,Medium,5.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
And So I Watch You From Afar,The Endless Shimmering,['Niall Kennedy_disto'],['Distortion Guitar'],20,2017,0.599,0.439,-9.862,0.0274,0.0456,0.69,0.152,0.11,99.996,250147,,,,,Medium,Low,Low,Low,Medium,Medium,,4.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Okilly Dokilly,More Animal Than Flan,,['Distortion Guitar'],16,2016,0.408,0.679,-7.61,0.0282,8.06e-05,0.047,0.206,0.498,135.876,216040,,,,,Low,Low,Low,Medium,Medium,Medium,3.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Greenskeepers,Lotion,,['Overdriven Guitar'],43,2006,0.879,0.322,-9.013,0.0453,0.0999,0.00131,0.106,0.84,122.063,225827,,,,,Low,Low,Medium,Medium,Medium,Medium,4.0,,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Loksmith,Invisible Cages,,"['Distortion Guitar', 'Harmony Guitar (William Witten)']",4,2022,0.306,0.785,-8.1,0.0562,4.13e-05,0.343,0.296,0.232,167.96,276430,,,,,Low,Low,Low,Medium,Medium,High,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Trinity Seven,Seven Doors,,['Distortion Guitar'],0,2009,0.391,0.699,-7.998,0.0538,0.352,0.792,0.15,0.203,159.984,783493,,,,,Low,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Sematary,Bleed A River,,['Distortion Guitar'],48,2022,0.41,0.975,-1.995,0.0862,0.0133,0.0,0.333,0.386,137.063,229219,,,,,Medium,Low,High,Medium,Medium,Medium,5.0,9.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Sematary,Creepin' Thru Da Woods,,['Distortion Guitar'],46,2021,0.213,0.972,1.368,0.069,0.249,2.28e-05,0.273,0.3,137.328,204148,,,,,Medium,Low,High,Medium,Medium,Medium,4.0,9.0,1.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Gamma Ray,Empress,['Kai Hansen'],['Distortion Guitar'],35,2007,0.517,0.939,-4.35,0.0436,0.000491,0.0112,0.0851,0.437,138.017,382240,,,,,Low,Low,Low,High,High,High,3.0,2.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Advanced', 'bass_Advanced']"
Magnolia Park,Don't Be Racist,['Tristan Clean'],['Electric Guitar (clean)'],50,2022,0.475,0.856,-4.975,0.0522,0.000158,0.0,0.261,0.507,160.021,193875,,,,,Medium,Low,Low,High,High,High,6.0,2.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Advanced', 'bass_Advanced']"
Almost Down,frisky breeze,['Gustavo'],['Electric Guitar (clean)'],1,2018,0.469,0.942,-3.503,0.0562,0.00528,0.0229,0.362,0.248,129.912,187000,,,,,Medium,Low,Low,Medium,Low,Medium,6.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Stratovarius,Against The Wind,,"['Distortion Guitar', 'Guitar I']",34,1995,0.325,0.951,-6.822,0.0809,0.000152,1.2e-05,0.344,0.199,138.189,230000,,,,,Low,Low,Low,Medium,Low,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Knuckle Puck,No Good,"['NickCasasanto', 'KevinMaida']","['Distortion Guitar', 'Guitar 2']",51,2013,0.276,0.952,-2.86,0.069,0.0102,0.0,0.207,0.557,184.109,174974,['JoeTaylor'],['RyanRumchaks'],['JohnSiorek'],[],Medium,Low,Low,Medium,Medium,High,4.0,1.0,1.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Staind,So Far Away,,['Acoustic Guitar (steel)'],65,2003,0.407,0.896,-2.935,0.063,0.012,0.0,0.196,0.156,138.697,243573,,,,,Low,Low,Low,Medium,Medium,High,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Almost Down,remember me,['Gustavo'],['Overdriven Guitar'],0,2016,0.359,0.893,-4.514,0.0595,4.11e-05,0.118,0.505,0.656,94.711,181708,,,,,Low,Low,Low,Low,Medium,Medium,4.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Galneryus,Tear Off Your Chain,['Rhythm 1'],['Distortion Guitar'],24,2011,0.342,0.961,-3.801,0.0792,1.36e-05,0.0019,0.334,0.182,90.053,406920,,,,,Low,Low,Low,Medium,Medium,Medium,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Galneryus,Ultimate Sacrifice,['Rhythm 3'],['Distortion Guitar'],29,2017,0.264,0.949,-4.186,0.285,0.000424,0.000178,0.132,0.0394,184.053,743453,,,,,Medium,Low,Low,Medium,Medium,Medium,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Joe Satriani,Faceless,,['Distortion Guitar'],26,2022,0.263,0.635,-4.355,0.0314,0.285,0.903,0.074,0.239,150.97,288347,,,,,Medium,Medium,Low,Low,Medium,High,6.0,5.0,6.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Dark Funeral,666 voices inside,,"['Distortion Guitar', 'Guitar 1']",32,2013,0.447,0.994,-5.143,0.185,1.42e-06,0.934,0.148,0.0771,126.057,278000,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Po,po,['???'],['Overdriven Guitar'],77,2019,0.772,0.639,-7.119,0.467,0.15,0.0,0.0698,0.261,168.112,166560,,,,,Medium,Low,Low,Low,Low,Low,6.0,4.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Beginner', 'bass_Beginner']"
Qa,qa,['???'],['Overdriven Guitar'],25,2019,0.221,0.0294,-25.087,0.0536,0.976,0.872,0.101,0.108,156.539,96747,,,,,Low,Low,Low,Medium,High,Medium,3.0,,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Good Charlotte,The Anthem,['Lead'],['Distortion Guitar'],73,2002,0.494,0.939,-3.127,0.126,0.00666,0.0,0.139,0.893,177.751,175093,['JoelMadden'],['PaulThomas'],['DeanButterworth'],[],Low,Low,Low,Low,Medium,Medium,3.0,3.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
My Chemical Romance,Kiss the Ring,['Frank Iero'],['Distortion Guitar'],47,2013,0.4,0.979,-3.99,0.145,9.86e-05,0.328,0.0692,0.538,158.953,188907,"['GerardWay', 'JamesDewees']",['MikeyWay'],"['BobBryar', 'MattPelissier']",[],Low,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Qw,qw,['???'],['Overdriven Guitar'],18,2016,0.818,0.482,-10.031,0.353,0.0235,3.21e-06,0.111,0.252,129.978,213454,,,,,Medium,Low,Low,Medium,Low,High,8.0,5.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Advanced']"
Black Sabbath,Ancient Warrior,['Tony Iommi'],['Distortion Guitar'],18,1987,0.45,0.656,-13.938,0.0327,0.00177,2.26e-06,0.0677,0.392,109.742,335920,"['OzzyOsbourne', 'RonnieJamesDio(1942-2010)']",['GeezerButler'],['BillWard'],[],Low,Low,Low,Low,Medium,Medium,0.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
The Fall Of Troy,"Chain Wallet, Nike Shoes",,['Distortion Guitar'],36,2020,0.55,0.922,-8.472,0.0304,7.83e-06,0.546,0.208,0.351,103.023,300578,,,,,Low,Low,Low,Medium,Low,Medium,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Cruel Force,Infernal Winds,,"['Distortion Guitar', 'Guitar 2']",12,2018,0.163,0.997,-5.711,0.0944,3.49e-05,0.802,0.158,0.05,188.959,288533,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Cruel Force,Leather And Metal,,"['Distortion Guitar', 'Guitar 1 ']",22,2018,0.282,0.997,-4.833,0.0774,3.3e-06,0.664,0.052,0.615,177.114,166427,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Cruel Force,Chants of Mayhem,['Traccia 2'],['Distortion Guitar'],8,2018,0.121,0.993,-4.654,0.108,2.57e-06,0.93,0.0756,0.0537,94.894,273000,,,,,Low,Low,Low,Low,Medium,Medium,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Maneskin,Supermodel,['Thomas Raggi'],"['Electric Guitar', 'Overdriven Guitar']",84,2022,0.636,0.876,-3.413,0.0555,0.00164,0.0,0.117,0.799,120.983,148064,['DamianoDavid'],['VictoriadeAngelis'],['EthanTorchio'],[],High,Low,Medium,Medium,Medium,Medium,8.0,5.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Ennio Morricone,For A Few Dollars More,,"['Acoustic Guitar (steel)', 'Rythm Guitar']",44,1965,0.393,0.815,-9.605,0.169,0.851,0.437,0.116,0.22,120.501,230000,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Waterparks,Stupid For You,['Awsten'],['Overdriven Guitar'],61,2016,0.581,0.922,-3.408,0.0666,0.024,0.0,0.202,0.596,118.408,191545,['AwstenKnight'],['OttoWood'],[],[],Medium,Low,Low,Medium,Low,Low,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Beginner']"
Ministry,What About Us?,['Track 4'],['Distortion Guitar'],18,2001,0.341,0.9,-6.737,0.0588,3.64e-06,0.81,0.845,0.618,163.962,349627,,,,,Low,Low,Low,High,Medium,Medium,3.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Zakk Wylde,Lost Prayer,,"['Overdriven Guitar', 'Electric Guitar']",45,2016,0.596,0.571,-7.821,0.0248,0.302,2.56e-05,0.0934,0.391,101.93,267870,,,,,Low,Low,Low,Low,Medium,Medium,3.0,3.0,1.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Berried Alive,Strawberry Serenity,['Raita 1'],['Overdriven Guitar'],42,2021,0.373,0.829,-4.44,0.0821,0.0312,0.0623,0.371,0.34,131.946,274091,,,,,Medium,Low,Low,Medium,Medium,Medium,7.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Panic! At The Disco,House of Memories,,['Acoustic Guitar (steel)'],86,2016,0.506,0.817,-5.051,0.0335,0.00272,0.0,0.0486,0.506,109.952,208707,,,,,Medium,Low,Low,Low,Medium,Medium,4.0,2.0,3.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Reinxeed,Somewhere in Time,['Rhythm'],['Distortion Guitar'],9,2012,0.413,0.918,-5.62,0.0544,0.00117,0.0172,0.24,0.332,90.075,376933,,,,,Low,Low,Low,Low,Medium,Medium,2.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Manilla Road,The Riddle Master,,"['Distortion Guitar', 'Additional Guitar']",25,2013,0.239,0.877,-8.056,0.3,1.62e-05,0.823,0.17,0.618,170.033,282613,,,,,Low,Low,Low,Low,Medium,Medium,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Waterparks,Watch What Happens Next,['GeoffWigington'],"['Distortion Guitar', 'Main Guitar']",54,2019,0.441,0.953,-4.01,0.109,0.0576,0.0,0.258,0.798,128.939,163054,['AwstenKnight'],['OttoWood'],[],[],Medium,Low,Low,Medium,Medium,Medium,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
S3rl,mtc,,['Distortion Guitar'],57,2012,0.485,0.979,-0.943,0.116,0.00792,0.00171,0.387,0.432,175.074,260530,,,,,High,Low,Medium,High,Low,High,7.0,5.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Beginner', 'bass_Advanced']"
Nicho Hinojosa,Tus Viejas Cartas,,"['Acoustic Guitar (nylon)', 'Nylon Guitar']",32,2001,0.474,0.38,-8.313,0.0329,0.645,0.0,0.0856,0.468,98.145,188360,,,,,Low,Low,Low,Low,Medium,Medium,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Wind,wind,,['Acoustic Guitar (nylon)'],28,2017,0.246,0.331,-34.075,0.0521,0.953,0.996,0.304,0.183,99.739,62589,,,,,Low,Low,Low,Medium,Medium,High,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Termina,Translucent,,['Distortion Guitar'],47,2022,0.365,0.976,-3.483,0.263,1.39e-05,0.234,0.348,0.099,108.804,239688,,,,,Medium,Low,Low,Medium,Medium,Medium,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Lorna Shore,And I Return To Nothingness,['Sequencer Synthesizer'],['Distortion Guitar'],55,2021,0.392,0.922,-3.161,0.0692,3.06e-05,0.068,0.122,0.1,130.096,370154,['TomBarber'],['GaryHerrera'],['AustinArchey'],[],Low,Low,Low,Medium,Low,Medium,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Unlucky Morpheus,Serene Evil,,['Acoustic Guitar (steel)'],26,2022,0.369,0.979,-1.857,0.171,2.82e-05,0.00237,0.0962,0.214,159.988,329480,,,,,Medium,Low,Low,High,Medium,Medium,4.0,3.0,1.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Unlucky Morpheus,Imagimak,['Solo'],['Distortion Guitar'],19,2020,0.306,0.905,-3.831,0.0873,0.00605,0.0,0.888,0.41,179.772,241747,,,,,Low,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Beast In Black,Cry out for a hero,,"['Distortion Guitar', 'Rhythm Guitar 1']",58,2019,0.443,0.972,-5.367,0.0715,1.77e-05,0.318,0.334,0.408,91.074,207965,,,,,Low,Low,Low,Low,Low,Medium,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Johann Sebastian Bach,"Cello Suite No.1 in G major, BWV 1007: 1. Prelude",,['Electric Guitar (jazz)'],63,1983,0.257,0.109,-21.356,0.0597,0.9,0.867,0.0762,0.307,75.02,151480,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
12,123,['Track 5'],['Distortion Guitar'],4,2022,0.596,0.726,-5.835,0.0448,0.0586,0.000664,0.269,0.906,164.168,248209,,,,,Medium,Low,Low,Medium,Medium,Medium,5.0,2.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Rings Of Saturn,Harvest,,"['Electric Guitar (clean)', 'Clean Guitar']",33,2017,0.257,0.943,-3.757,0.13,0.000237,0.594,0.34,0.0849,134.952,254438,,,,,Low,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
